TIME,IS_FROM_GUILD,USER,COMMAND_NAME,PARAMS1,PARAMS2,PARAMS3,PARAMS4,PARAMS5,PARAMS6,PARAMS7,PARAMS8
"2023-01-25 15:29:25","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:32:43","TRUE","Kurovine9#0411","entire_stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:44:06","TRUE","Kurovine9#0411","month_rank","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:44:17","TRUE","Kurovine9#0411","entire_rank","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:44:21","TRUE","Kurovine9#0411","rank_uma_go_last","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:44:25","TRUE","Kurovine9#0411","rank_uma_go_first","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:44:41","TRUE","Kurovine9#0411","entire_stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:47:55","FALSE","Kurovine9#0411","entire_stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:48:01","FALSE","Kurovine9#0411","month_rank","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:48:05","FALSE","Kurovine9#0411","month_stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:49:49","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:51:25","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:54:15","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 15:54:17","TRUE","Kurovine9#0411","entire_stat","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 16:05:27","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 16:22:46","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 18:24:13","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 18:36:44","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 20:20:42","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 20:23:43","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 20:55:59","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 20:56:20","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 20:59:14","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:14:39","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:26:34","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:35:40","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:37:33","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:37:49","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:40:06","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:40:36","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:41:35","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 21:43:59","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:00:46","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:00:52","FALSE","Kurovine9#0411","rank","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:25","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:26","FALSE","Kurovine9#0411","season_rank_uma_refresh","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:44","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:46","FALSE","Kurovine9#0411","season_rank_uma_refresh","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:47","FALSE","Kurovine9#0411","season_rank_uma_go_last","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:49","FALSE","Kurovine9#0411","season_rank_uma_go_first","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:18:58","FALSE","Kurovine9#0411","rank","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:19:02","FALSE","Kurovine9#0411","season_rank_uma_refresh","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
"2023-01-25 22:21:17","NONE","SYSTEM","SYSTEM_START","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>","<NO_DATA>"
